Word_Sim,Character-1,Character-2,C&B-Subtitle-raw-W,C&B-Subtitle-log-W,HD_M,Stroke-mean-Sim,Neighborhood-mean,pinyin,pinyinword
同党,同,党,6.0,0.78,6.0,8.0,240.5,"['tong', 'dang']",tongdang
名人,名,人,1039.0,3.02,6.0,4.0,219.0,"['ming', 'ren']",mingren
名分,名,分,3.0,0.48,6.5,5.0,262.5,"['ming', 'fen']",mingfen
名片,名,片,445.0,2.65,5.0,5.0,261.5,"['ming', 'pian']",mingpian
名册,名,册,49.0,1.69,6.0,5.5,261.0,"['ming', 'ce']",mingce
名句,名,句,8.0,0.9,11.0,5.5,262.5,"['ming', 'ju']",mingju
名目,名,目,2.0,0.3,9.5,5.5,261.5,"['ming', 'mu']",mingmu
名份,名,份,,,6.5,6.0,262.5,"['ming', 'fen']",mingfen
名字,名,字,14335.0,4.16,6.0,6.0,262.0,"['ming', 'zi']",mingzi
名次,名,次,27.0,1.43,5.0,6.0,262.0,"['ming', 'ci']",mingci
名伶,名,伶,,,13.0,6.5,219.5,"['ming', 'ling']",mingling
名利,名,利,27.0,1.43,15.0,6.5,262.5,"['ming', 'li']",mingli
名言,名,言,96.0,1.98,10.5,6.5,219.5,"['ming', 'yan']",mingyan
名流,名,流,83.0,1.92,8.5,8.0,219.5,"['ming', 'liu']",mingliu
名为,名,为,51.0,1.71,10.0,5.0,219.5,"['ming', 'wei']",mingwei
名家,名,家,11.0,1.04,10.0,8.0,248.5,"['ming', 'jia']",mingjia
名师,名,师,12.0,1.08,8.5,6.0,248.5,"['ming', 'shi']",mingshi
名气,名,气,118.0,2.07,10.0,5.0,262.5,"['ming', 'qi']",mingqi
名堂,名,堂,97.0,1.99,9.5,8.5,219.5,"['ming', 'tang']",mingtang
名将,名,将,14.0,1.15,7.5,7.5,248.0,"['ming', 'jiang']",mingjiang
名望,名,望,51.0,1.71,5.5,8.5,262.0,"['ming', 'wang']",mingwang
名产,名,产,1.0,0.0,5.5,6.0,239.5,"['ming', 'chan']",mingchan
名胜,名,胜,9.0,0.95,6.0,7.5,262.5,"['ming', 'sheng']",mingsheng
名单,名,单,2212.0,3.34,9.0,7.0,262.0,"['ming', 'dan']",mingdan
名媛,名,媛,4.0,0.6,,9.0,,"['ming', 'yuan']",mingyuan
名牌,名,牌,155.0,2.19,5.0,9.0,219.0,"['ming', 'pai']",mingpai
名画,名,画,28.0,1.45,6.0,7.0,262.0,"['ming', 'hua']",minghua
名著,名,著,40.0,1.6,8.5,8.5,262.5,"['ming', 'zhu']",mingzhu
名词,名,词,89.0,1.95,8.0,6.5,219.0,"['ming', 'ci']",mingci
名贵,名,贵,28.0,1.45,5.0,7.5,262.0,"['ming', 'gui']",minggui
名义,名,义,533.0,2.73,22.0,4.5,262.5,"['ming', 'yi']",mingyi
名号,名,号,21.0,1.32,7.5,5.5,261.5,"['ming', 'hao']",minghao
名种,名,种,,,5.5,7.5,240.0,"['ming', 'zhong']",mingzhong
名称,名,称,136.0,2.13,4.5,8.0,248.5,"['ming', 'cheng']",mingcheng
名厨,名,厨,6.0,0.78,6.5,9.0,219.5,"['ming', 'chu']",mingchu
名声,名,声,455.0,2.66,6.5,6.5,248.5,"['ming', 'sheng']",mingsheng
名医,名,医,13.0,1.11,8.5,6.5,248.5,"['ming', 'yi']",mingyi
名额,名,额,88.0,1.94,8.0,10.5,219.0,"['ming', 'e']",minge
名籍,名,籍,,,13.0,13.0,219.5,"['ming', 'ji']",mingji
名誉,名,誉,284.0,2.45,24.5,9.5,247.5,"['ming', 'yu']",mingyu
后妃,后,妃,,,5.5,6.0,291.5,"['hou', 'fei']",houfei
吏治,吏,治,,,22.5,7.0,306.0,"['li', 'zhi']",lizhi
吐出,吐,出,,,4.0,5.5,270.0,"['tu', 'chu']",tuchu
吐血,吐,血,28.0,1.45,3.0,6.0,262.0,"['tu', 'xie']",tuxie
吐沫,吐,沫,12.0,1.08,8.5,7.0,284.0,"['tu', 'mo']",tumo
向上,向,上,153.0,2.18,5.0,4.5,305.5,"['xiang', 'shang']",xiangshang
向下,向,下,,,5.0,4.5,305.5,"['xiang', 'xia']",xiangxia
向外,向,外,,,3.5,5.5,305.0,"['xiang', 'wai']",xiangwai
向来,向,来,62.0,1.79,5.5,6.5,262.0,"['xiang', 'lai']",xianglai
向前,向,前,458.0,2.66,7.0,7.5,263.0,"['xiang', 'qian']",xiangqian
向后,向,后,,,5.0,6.0,305.5,"['xiang', 'hou']",xianghou
回升,回,升,17.0,1.23,4.0,5.0,249.0,"['hui', 'sheng']",huisheng
回去,回,去,7993.0,3.9,2.5,5.5,262.5,"['hui', 'qu']",huiqu
回合,回,合,383.0,2.58,7.0,6.0,219.5,"['hui', 'he']",huihe
回扣,回,扣,33.0,1.52,4.0,6.0,262.5,"['hui', 'kou']",huikou
回收,回,收,249.0,2.4,1.5,6.0,248.5,"['hui', 'shou']",huishou
回来,回,来,22423.0,4.35,3.5,6.5,219.0,"['hui', 'lai']",huilai
回到,回,到,4787.0,3.68,5.0,7.0,262.5,"['hui', 'dao']",huidao
回味,回,味,43.0,1.63,7.5,7.0,263.0,"['hui', 'wei']",huiwei
回帖,回,帖,3.0,0.48,2.5,7.0,248.0,"['hui', 'tie']",huitie
回门,回,门,,,2.0,4.5,219.5,"['hui', 'men']",huimen
回信,回,信,139.0,2.14,2.0,7.5,262.0,"['hui', 'xin']",huixin
回音,回,音,84.0,1.92,4.5,7.5,249.0,"['hui', 'yin']",huiyin
回首,回,首,58.0,1.76,2.5,7.5,240.5,"['hui', 'shou']",huishou
回家,回,家,9360.0,3.97,7.5,8.0,249.0,"['hui', 'jia']",huijia
回国,回,国,84.0,1.92,3.0,7.0,220.0,"['hui', 'guo']",huiguo
回巢,回,巢,,,2.5,8.5,219.5,"['hui', 'chao']",huichao
回教,回,教,16.0,1.2,4.5,8.5,262.5,"['hui', 'jiao']",huijiao
回条,回,条,6.0,0.78,2.5,6.5,219.5,"['hui', 'tiao']",huitiao
回访,回,访,3.0,0.48,2.5,6.0,241.0,"['hui', 'fang']",huifang
回报,回,报,863.0,2.94,4.5,6.5,262.5,"['hui', 'bao']",huibao
回复,回,复,444.0,2.65,9.0,7.5,263.0,"['hui', 'fu']",huifu
回程,回,程,51.0,1.71,6.5,9.0,220.0,"['hui', 'cheng']",huicheng
回答,回,答,4070.0,3.61,3.0,9.0,220.0,"['hui', 'da']",huida
回绝,回,绝,50.0,1.7,7.5,7.5,219.0,"['hui', 'jue']",huijue
回乡,回,乡,20.0,1.3,4.5,4.5,249.0,"['hui', 'xiang']",huixiang
回想,回,想,379.0,2.58,3.0,9.5,241.0,"['hui', 'xiang']",huixiang
回敬,回,敬,49.0,1.69,7.0,9.0,262.5,"['hui', 'jing']",huijing
回溯,回,溯,40.0,1.6,5.5,9.5,262.5,"['hui', 'su']",huisu
回禀,回,禀,,,4.5,9.5,240.5,"['hui', 'bing']",huibing
回电,回,电,193.0,2.29,6.5,5.5,262.5,"['hui', 'dian']",huidian
回潮,回,潮,2.0,0.3,2.5,10.5,219.5,"['hui', 'chao']",huichao
回请,回,请,4.0,0.6,2.0,8.0,241.0,"['hui', 'qing']",huiqing
回忆,回,忆,1195.0,3.08,19.5,5.0,263.0,"['hui', 'yi']",huiyi
回头,回,头,1582.0,3.2,2.0,5.5,219.5,"['hui', 'tou']",huitou
回应,回,应,441.0,2.64,5.0,6.5,249.0,"['hui', 'ying']",huiying
回击,回,击,53.0,1.72,10.5,5.5,220.0,"['hui', 'ji']",huiji
回声,回,声,58.0,1.76,4.0,6.5,249.0,"['hui', 'sheng']",huisheng
回归,回,归,447.0,2.65,5.5,5.5,248.5,"['hui', 'gui']",huigui
回礼,回,礼,22.0,1.34,5.5,5.5,241.0,"['hui', 'li']",huili
回覆,回,覆,,,9.0,12.0,263.0,"['hui', 'fu']",huifu
回转,回,转,33.0,1.52,1.5,7.0,240.5,"['hui', 'zhuan']",huizhuan
回赠,回,赠,6.0,0.78,2.5,11.0,262.0,"['hui', 'zeng']",huizeng
回馈,回,馈,,,3.5,9.0,262.5,"['hui', 'kui']",huikui
回响,回,响,42.0,1.62,3.0,7.5,241.0,"['hui', 'xiang']",huixiang
回顾,回,顾,550.0,2.74,3.0,8.0,262.5,"['hui', 'gu']",huigu
回笼,回,笼,7.0,0.85,5.0,8.5,218.5,"['hui', 'long']",huilong
因由,因,由,,,7.5,5.5,249.0,"['yin', 'you']",yinyou
因此,因,此,2846.0,3.45,5.0,6.0,269.5,"['yin', 'ci']",yinci
因而,因,而,60.0,1.78,5.0,6.0,248.5,"['yin', 'er']",yiner
因果,因,果,254.0,2.4,5.0,7.0,270.0,"['yin', 'guo']",yinguo
因为,因,为,59823.0,4.78,10.0,5.0,249.0,"['yin', 'wei']",yinwei
因素,因,素,414.0,2.62,8.0,8.0,291.5,"['yin', 'su']",yinsu
因缘,因,缘,15.0,1.18,11.0,9.0,249.0,"['yin', 'yuan']",yinyuan
因应,因,应,,,7.5,6.5,278.0,"['yin', 'ying']",yinying
囡囡,囡,囡,,,1.0,6.0,277.0,"['nan', 'nan']",nannan
在下,在,下,16.0,1.2,3.5,4.5,305.0,"['zai', 'xia']",zaixia
在世,在,世,104.0,2.02,16.0,5.5,305.5,"['zai', 'shi']",zaishi
在乎,在,乎,1840.0,3.26,3.0,5.5,291.5,"['zai', 'hu']",zaihu
在先,在,先,12.0,1.08,4.5,6.0,291.5,"['zai', 'xian']",zaixian
在行,在,行,70.0,1.85,4.0,6.0,262.5,"['zai', 'hang']",zaihang
在位,在,位,2.0,0.3,8.0,6.5,305.5,"['zai', 'wei']",zaiwei
在即,在,即,16.0,1.2,11.0,6.5,262.5,"['zai', 'ji']",zaiji
在押,在,押,26.0,1.41,4.0,7.0,292.0,"['zai', 'ya']",zaiya
在于,在,于,1160.0,3.06,22.5,4.5,290.5,"['zai', 'yu']",zaiyu
在座,在,座,217.0,2.34,4.0,8.0,304.5,"['zai', 'zuo']",zaizuo
在案,在,案,127.0,2.1,5.0,8.0,305.0,"['zai', 'an']",zaian
在逃,在,逃,113.0,2.05,4.0,7.5,262.5,"['zai', 'tao']",zaitao
在场,在,场,1178.0,3.07,3.0,6.0,283.5,"['zai', 'chang']",zaichang
在意,在,意,690.0,2.84,20.0,9.5,305.5,"['zai', 'yi']",zaiyi
在学,在,学,,,2.0,7.0,262.5,"['zai', 'xue']",zaixue
在职,在,职,34.0,1.53,7.5,8.5,262.5,"['zai', 'zhi']",zaizhi
地上,地,上,1423.0,3.15,7.0,4.5,305.5,"['di', 'shang']",dishang
地下,地,下,878.0,2.94,7.0,4.5,305.5,"['di', 'xia']",dixia
地方,地,方,23358.0,4.37,7.0,5.0,292.0,"['di', 'fang']",difang
地主,地,主,61.0,1.79,8.5,5.5,284.0,"['di', 'zhu']",dizhu
地皮,地,皮,34.0,1.53,9.0,5.5,263.0,"['di', 'pi']",dipi
地名,地,名,59.0,1.77,8.5,6.0,262.5,"['di', 'ming']",diming
地位,地,位,480.0,2.68,11.5,6.5,306.0,"['di', 'wei']",diwei
地址,地,址,1959.0,3.29,10.5,6.5,284.0,"['di', 'zhi']",dizhi
地形,地,形,93.0,1.97,7.5,6.5,263.0,"['di', 'xing']",dixing
地步,地,步,382.0,2.58,11.0,6.5,305.0,"['di', 'bu']",dibu
地牢,地,牢,120.0,2.08,7.5,6.5,263.0,"['di', 'lao']",dilao
地府,地,府,,,10.5,7.0,284.0,"['di', 'fu']",difu
地板,地,板,974.0,2.99,7.5,7.0,283.5,"['di', 'ban']",diban
地契,地,契,20.0,1.3,11.5,7.5,306.0,"['di', 'qi']",diqi
地段,地,段,36.0,1.56,7.5,7.5,305.5,"['di', 'duan']",diduan
地洞,地,洞,21.0,1.32,8.0,7.5,305.5,"['di', 'dong']",didong
地面,地,面,566.0,2.75,6.0,7.5,305.5,"['di', 'mian']",dimian
地租,地,租,11.0,1.04,5.5,8.0,291.5,"['di', 'zu']",dizu
地区,地,区,1519.0,3.18,10.0,5.0,291.5,"['di', 'qu']",diqu
地域,地,域,63.0,1.8,26.0,8.5,291.0,"['di', 'yu']",diyu
地基,地,基,54.0,1.73,16.0,8.5,292.0,"['di', 'ji']",diji
地带,地,带,229.0,2.36,10.0,7.5,305.5,"['di', 'dai']",didai
地球,地,球,2293.0,3.36,9.5,8.5,262.5,"['di', 'qiu']",diqiu
地理,地,理,147.0,2.17,9.5,8.5,284.0,"['di', 'li']",dili
地产,地,产,191.0,2.28,7.0,6.0,283.0,"['di', 'chan']",dichan
地壳,地,壳,33.0,1.52,6.0,6.5,263.0,"['di', 'qiao']",diqiao
地毯,地,毯,599.0,2.78,7.0,9.0,284.0,"['di', 'tan']",ditan
地痞,地,痞,16.0,1.2,7.0,9.0,284.0,"['di', 'pi']",dipi
地窖,地,窖,111.0,2.05,8.5,9.0,305.5,"['di', 'jiao']",dijiao
地势,地,势,20.0,1.3,19.5,7.0,306.0,"['di', 'shi']",dishi
地道,地,道,253.0,2.4,9.0,9.0,305.5,"['di', 'dao']",didao
地雷,地,雷,155.0,2.19,7.0,9.5,263.0,"['di', 'lei']",dilei
地图,地,图,1206.0,3.08,9.0,7.0,263.0,"['di', 'tu']",ditu
地狱,地,狱,1951.0,3.29,26.0,7.5,291.0,"['di', 'yu']",diyu
地貌,地,貌,2.0,0.3,7.5,10.0,305.5,"['di', 'mao']",dimao
地价,地,价,9.0,0.95,7.5,6.0,306.0,"['di', 'jia']",dijia
地层,地,层,13.0,1.11,5.5,6.5,262.0,"['di', 'ceng']",diceng
地盘,地,盘,719.0,2.86,7.0,8.5,262.5,"['di', 'pan']",dipan
地质,地,质,46.0,1.66,11.0,7.0,263.0,"['di', 'zhi']",dizhi
地铺,地,铺,,,6.5,9.0,306.0,"['di', 'pu']",dipu
地震,地,震,486.0,2.69,8.5,10.5,305.5,"['di', 'zhen']",dizhen
地头,地,头,20.0,1.3,6.0,5.5,262.5,"['di', 'tou']",ditou
地点,地,点,1746.0,3.24,7.0,7.5,283.5,"['di', 'dian']",didian
地铁,地,铁,625.0,2.8,5.5,8.0,283.0,"['di', 'tie']",ditie
地摊,地,摊,6.0,0.78,7.5,9.5,292.0,"['di', 'tan']",ditan
多久,多,久,4392.0,3.64,5.0,4.5,240.0,"['duo', 'jiu']",duojiu
多大,多,大,,,2.5,4.5,262.5,"['duo', 'da']",duoda
多元,多,元,4.0,0.6,9.5,5.0,219.5,"['duo', 'yuan']",duoyuan
多少,多,少,9965.0,4.0,2.5,5.0,240.5,"['duo', 'shao']",duoshao
多心,多,心,6.0,0.78,6.5,5.0,247.5,"['duo', 'xin']",duoxin
多方,多,方,10.0,1.0,4.0,5.0,248.5,"['duo', 'fang']",duofang
多日,多,日,,,2.5,5.0,261.0,"['duo', 'ri']",duori
多半,多,半,142.0,2.15,5.5,5.5,262.0,"['duo', 'ban']",duoban
多汁,多,汁,,,7.5,5.5,248.5,"['duo', 'zhi']",duozhi
多言,多,言,,,9.0,6.5,219.5,"['duo', 'yan']",duoyan
多事,多,事,18.0,1.26,16.5,7.0,262.5,"['duo', 'shi']",duoshi
多于,多,于,32.0,1.51,23.0,4.5,247.5,"['duo', 'yu']",duoyu
多重,多,重,63.0,1.8,3.0,7.5,219.0,"['duo', 'zhong']",duozhong
多时,多,时,21.0,1.32,7.0,6.5,219.5,"['duo', 'shi']",duoshi
多情,多,情,41.0,1.61,3.5,8.5,219.5,"['duo', 'qing']",duoqing
多产,多,产,,,4.0,6.0,239.5,"['duo', 'chan']",duochan
多寡,多,寡,,,3.0,10.0,240.0,"['duo', 'gua']",duogua
多疑,多,疑,112.0,2.05,10.0,10.0,219.5,"['duo', 'yi']",duoyi
多么,多,么,2945.0,3.47,6.0,4.5,248.5,"['duo', 'me']",duome
多嘴,多,嘴,99.0,2.0,2.5,11.0,239.5,"['duo', 'zui']",duozui
多数,多,数,301.0,2.48,6.5,9.5,240.5,"['duo', 'shu']",duoshu
多余,多,余,300.0,2.48,23.0,6.5,247.5,"['duo', 'yu']",duoyu
多谢,多,谢,2641.0,3.42,9.0,9.0,262.5,"['duo', 'xie']",duoxie
多点,多,点,,,4.0,7.5,240.0,"['duo', 'dian']",duodian
夷平,夷,平,,,13.5,5.5,218.5,"['yi', 'ping']",yiping
奸臣,奸,臣,2.0,0.3,12.0,6.0,247.5,"['jian', 'chen']",jianchen
奸计,奸,计,4.0,0.6,20.0,5.0,291.5,"['jian', 'ji']",jianji
奸笑,奸,笑,15.0,1.18,12.0,8.0,291.0,"['jian', 'xiao']",jianxiao
奸商,奸,商,11.0,1.04,10.0,8.5,277.0,"['jian', 'shang']",jianshang
奸细,奸,细,35.0,1.54,11.0,7.0,291.5,"['jian', 'xi']",jianxi
奸诈,奸,诈,26.0,1.41,10.5,6.5,291.5,"['jian', 'zha']",jianzha
奸猾,奸,猾,,,10.5,9.0,248.0,"['jian', 'hua']",jianhua
奸贼,奸,贼,1.0,0.0,8.5,8.0,247.0,"['jian', 'zei']",jianzei
奸险,奸,险,2.0,0.3,10.5,7.5,269.5,"['jian', 'xian']",jianxian
她们,她,们,8912.0,3.95,4.0,5.5,143.5,"['ta', 'men']",tamen
好人,好,人,1798.0,3.25,6.5,4.0,261.5,"['hao', 'ren']",haoren
好久,好,久,992.0,3.0,7.0,4.5,282.5,"['hao', 'jiu']",haojiu
好友,好,友,290.0,2.46,7.0,5.0,283.0,"['hao', 'you']",haoyou
好心,好,心,222.0,2.35,8.5,5.0,290.0,"['hao', 'xin']",haoxin
好手,好,手,91.0,1.96,5.5,5.0,282.5,"['hao', 'shou']",haoshou
好歹,好,歹,111.0,2.05,5.0,5.0,282.5,"['hao', 'dai']",haodai
好比,好,比,275.0,2.44,6.5,5.0,283.0,"['hao', 'bi']",haobi
好用,好,用,,,5.0,5.5,304.0,"['hao', 'yong']",haoyong
好吃,好,吃,1210.0,3.08,7.0,6.0,291.0,"['hao', 'chi']",haochi
好在,好,在,29.0,1.46,5.5,6.0,304.5,"['hao', 'zai']",haozai
好多,好,多,1312.0,3.12,6.0,6.0,261.5,"['hao', 'duo']",haoduo
好好,好,好,7704.0,3.89,8.0,6.0,304.0,"['hao', 'hao']",haohao
好色,好,色,60.0,1.78,7.0,6.0,303.5,"['hao', 'se']",haose
好似,好,似,32.0,1.51,9.5,6.0,304.5,"['hao', 'si']",haosi
好事,好,事,1947.0,3.29,18.5,7.0,305.0,"['hao', 'shi']",haoshi
好奇,好,奇,1126.0,3.05,15.5,7.0,262.0,"['hao', 'qi']",haoqi
好玩,好,玩,1247.0,3.1,7.0,7.0,262.0,"['hao', 'wan']",haowan
好客,好,客,50.0,1.7,7.0,7.5,305.0,"['hao', 'ke']",haoke
好看,好,看,1279.0,3.11,5.0,7.5,304.5,"['hao', 'kan']",haokan
好笑,好,笑,1058.0,3.02,8.0,8.0,304.5,"['hao', 'xiao']",haoxiao
好斗,好,斗,54.0,1.73,7.0,5.0,304.5,"['hao', 'dou']",haodou
好动,好,动,16.0,1.2,7.0,6.0,304.5,"['hao', 'dong']",haodong
好强,好,强,12.0,1.08,6.5,9.0,262.0,"['hao', 'qiang']",haoqiang
好球,好,球,164.0,2.21,8.5,8.5,261.5,"['hao', 'qiu']",haoqiu
好处,好,处,1776.0,3.25,6.0,5.5,305.0,"['hao', 'chu']",haochu
好胜,好,胜,22.0,1.34,6.5,7.5,305.0,"['hao', 'sheng']",haosheng
好评,好,评,69.0,1.84,9.5,6.5,260.5,"['hao', 'ping']",haoping
好意,好,意,251.0,2.4,22.5,9.5,305.0,"['hao', 'yi']",haoyi
好感,好,感,187.0,2.27,7.5,9.5,282.0,"['hao', 'gan']",haogan
好话,好,话,156.0,2.19,6.5,7.0,304.5,"['hao', 'hua']",haohua
好运,好,运,3289.0,3.52,7.0,6.5,304.5,"['hao', 'yun']",haoyun
好过,好,过,73.0,1.86,4.5,6.0,305.0,"['hao', 'guo']",haoguo
好像,好,像,11214.0,4.05,7.0,9.5,305.0,"['hao', 'xiang']",haoxiang
好汉,好,汉,47.0,1.67,9.5,5.5,304.5,"['hao', 'han']",haohan
好靓,好,靓,,,10.0,9.0,304.5,"['hao', 'jing']",haojing
好学,好,学,1.0,0.0,4.5,7.0,262.0,"['hao', 'xue']",haoxue
好战,好,战,25.0,1.4,8.5,7.5,304.5,"['hao', 'zhan']",haozhan
好转,好,转,378.0,2.58,4.5,7.0,282.5,"['hao', 'zhuan']",haozhuan
好听,好,听,413.0,2.62,5.5,6.5,290.5,"['hao', 'ting']",haoting
如上,如,上,5.0,0.7,4.5,4.5,262.0,"['ru', 'shang']",rushang
如下,如,下,134.0,2.13,4.5,4.5,262.0,"['ru', 'xia']",ruxia
如今,如,今,577.0,2.76,7.0,5.0,248.0,"['ru', 'jin']",rujin
如同,如,同,534.0,2.73,7.0,6.0,219.5,"['ru', 'tong']",rutong
如此,如,此,8305.0,3.92,4.0,6.0,240.0,"['ru', 'ci']",ruci
如何,如,何,10879.0,4.04,8.5,6.5,219.0,"['ru', 'he']",ruhe
如果,如,果,76417.0,4.88,4.0,7.0,240.5,"['ru', 'guo']",ruguo
如若,如,若,12.0,1.08,5.0,7.0,261.0,"['ru', 'ruo']",ruruo
如常,如,常,31.0,1.49,4.5,8.5,219.5,"['ru', 'chang']",ruchang
如厕,如,厕,,,4.0,7.0,262.0,"['ru', 'ce']",ruce
如期,如,期,29.0,1.46,14.0,9.0,219.5,"['ru', 'qi']",ruqi
如意,如,意,91.0,1.96,21.0,9.5,262.5,"['ru', 'yi']",ruyi
如实,如,实,71.0,1.85,7.5,7.0,219.5,"['ru', 'shi']",rushi
如愿,如,愿,81.0,1.91,5.0,10.0,262.5,"['ru', 'yuan']",ruyuan
妃子,妃,子,5.0,0.7,6.5,4.5,269.5,"['fei', 'zi']",feizi
妃嫔,妃,嫔,,,,9.5,,"['fei', 'pin']",feipin
妄言,妄,言,2.0,0.3,9.0,6.5,262.5,"['wang', 'yan']",wangyan
妄念,妄,念,,,3.0,7.0,305.0,"['wang', 'nian']",wangnian
妄想,妄,想,381.0,2.58,4.0,9.5,283.5,"['wang', 'xiang']",wangxiang
妄语,妄,语,1.0,0.0,6.5,7.5,282.5,"['wang', 'yu']",wangyu
孖仔,孖,仔,,,9.5,5.5,269.0,"['ma', 'zai']",mazai
孖生,孖,生,,,9.5,5.5,277.5,"['ma', 'sheng']",masheng
孖装,孖,装,,,8.5,9.0,276.5,"['ma', 'zhuang']",mazhuang
字元,字,元,,,10.0,5.0,262.5,"['zi', 'yuan']",ziyuan
字句,字,句,14.0,1.15,10.0,5.5,305.5,"['zi', 'ju']",ziju
字母,字,母,672.0,2.83,5.5,5.5,282.5,"['zi', 'mu']",zimu
字串,字,串,,,3.0,6.5,305.5,"['zi', 'chuan']",zichuan
字形,字,形,23.0,1.36,5.0,6.5,262.5,"['zi', 'xing']",zixing
字典,字,典,142.0,2.15,4.5,7.0,283.0,"['zi', 'dian']",zidian
字帖,字,帖,,,4.0,7.0,290.5,"['zi', 'tie']",zitie
字型,字,型,15.0,1.18,5.0,7.5,262.5,"['zi', 'xing']",zixing
字面,字,面,112.0,2.05,3.5,7.5,305.0,"['zi', 'mian']",zimian
字音,字,音,,,6.0,7.5,291.5,"['zi', 'yin']",ziyin
字首,字,首,,,4.0,7.5,283.0,"['zi', 'shou']",zishou
字条,字,条,158.0,2.2,4.0,6.5,262.0,"['zi', 'tiao']",zitiao
字眼,字,眼,120.0,2.08,5.0,8.5,283.5,"['zi', 'yan']",ziyan
字画,字,画,3.0,0.48,5.0,7.0,305.0,"['zi', 'hua']",zihua
字汇,字,汇,1.0,0.0,10.0,5.5,305.5,"['zi', 'hui']",zihui
字义,字,义,1.0,0.0,21.0,4.5,305.5,"['zi', 'yi']",ziyi
字号,字,号,1.0,0.0,6.5,5.5,304.5,"['zi', 'hao']",zihao
字迹,字,迹,63.0,1.8,13.5,7.5,291.5,"['zi', 'ji']",ziji
字幕,字,幕,85.0,1.93,8.5,9.5,304.5,"['zi', 'mu']",zimu
字数,字,数,7.0,0.85,7.0,9.5,283.5,"['zi', 'shu']",zishu
字样,字,样,27.0,1.43,4.5,8.0,305.5,"['zi', 'yang']",ziyang
字码,字,码,,,4.5,7.0,283.5,"['zi', 'ma']",zima
字谜,字,谜,73.0,1.86,6.5,8.5,262.5,"['zi', 'mi']",zimi
字体,字,体,70.0,1.85,3.0,6.5,283.5,"['zi', 'ti']",ziti
存入,存,入,38.0,1.58,2.5,4.0,262.0,"['cun', 'ru']",cunru
存心,存,心,50.0,1.7,5.0,5.0,247.5,"['cun', 'xin']",cunxin
存户,存,户,,,4.5,5.0,262.5,"['cun', 'hu']",cunhu
存在,存,在,3627.0,3.56,2.0,6.0,262.0,"['cun', 'zai']",cunzai
存取,存,取,4.0,0.6,2.0,7.0,240.0,"['cun', 'qu']",cunqu
存放,存,放,127.0,2.1,1.0,7.0,262.5,"['cun', 'fang']",cunfang
存查,存,查,,,3.5,7.5,219.0,"['cun', 'cha']",cuncha
存活,存,活,220.0,2.34,1.0,7.5,219.0,"['cun', 'huo']",cunhuo
存根,存,根,18.0,1.26,1.5,8.0,247.5,"['cun', 'gen']",cungen
存案,存,案,,,4.0,8.0,262.0,"['cun', 'an']",cunan
存货,存,货,83.0,1.92,7.5,7.0,262.0,"['cun', 'huo']",cunhuo
存单,存,单,5.0,0.7,6.0,7.0,262.0,"['cun', 'dan']",cundan
存款,存,款,167.0,2.22,1.0,9.0,239.5,"['cun', 'kuan']",cunkuan
存量,存,量,7.0,0.85,3.0,9.0,262.0,"['cun', 'liang']",cunliang
存折,存,折,42.0,1.62,5.0,6.5,219.5,"['cun', 'zhe']",cunzhe
存疑,存,疑,4.0,0.6,8.5,10.0,219.5,"['cun', 'yi']",cunyi
存钱,存,钱,,,4.5,8.0,219.5,"['cun', 'qian']",cunqian
存档,存,档,47.0,1.67,2.0,8.0,240.0,"['cun', 'dang']",cundang
宅院,宅,院,3.0,0.48,3.5,7.5,262.5,"['zhai', 'yuan']",zhaiyuan
宇宙,宇,宙,1009.0,3.0,7.0,7.0,283.0,"['yu', 'zhou']",yuzhou
守住,守,住,,,6.5,6.5,283.5,"['shou', 'zhu']",shouzhu
守孝,守,孝,2.0,0.3,5.5,6.5,283.0,"['shou', 'xiao']",shouxiao
守更,守,更,,,8.5,6.5,269.0,"['shou', 'geng']",shougeng
守夜,守,夜,70.0,1.85,6.0,7.0,283.5,"['shou', 'ye']",shouye
守法,守,法,61.0,1.79,2.5,7.0,261.0,"['shou', 'fa']",shoufa
守信,守,信,34.0,1.53,2.5,7.5,282.5,"['shou', 'xin']",shouxin
守则,守,则,128.0,2.11,4.5,6.0,239.0,"['shou', 'ze']",shouze
守约,守,约,11.0,1.04,2.5,6.0,268.5,"['shou', 'yue']",shouyue
守候,守,候,49.0,1.69,3.5,8.0,283.0,"['shou', 'hou']",shouhou
守时,守,时,,,6.5,6.5,240.5,"['shou', 'shi']",shoushi
守望,守,望,46.0,1.66,3.5,8.5,283.0,"['shou', 'wang']",shouwang
守丧,守,丧,,,2.5,7.0,268.0,"['shou', 'sang']",shousang
守业,守,业,,,6.0,5.5,283.5,"['shou', 'ye']",shouye
守节,守,节,,,8.0,5.5,240.5,"['shou', 'jie']",shoujie
守寡,守,寡,9.0,0.95,2.5,10.0,261.0,"['shou', 'gua']",shougua
守敌,守,敌,,,6.0,8.0,240.5,"['shou', 'di']",shoudi
守卫,守,卫,438.0,2.64,8.0,4.5,283.5,"['shou', 'wei']",shouwei
守旧,守,旧,40.0,1.6,7.0,5.5,283.0,"['shou', 'jiu']",shoujiu
守护,守,护,386.0,2.59,5.5,6.5,283.5,"['shou', 'hu']",shouhu
守灵,守,灵,46.0,1.66,11.0,6.5,240.5,"['shou', 'ling']",shouling
