Char,Stroke,HD,Num-neighbor,C&B_raw,C&B_log
编,12,5.0,277.0,4831.0,3.68
缓,12,2.0,262.0,1150.0,3.06
缅,12,5.0,261.0,229.0,2.36
纬,7,10.0,262.0,130.0,2.11
练,8,7.0,305.0,9125.0,3.96
骂,9,2.0,306.0,973.0,2.99
罢,10,4.0,307.0,2056.0,3.31
肤,8,8.0,278.0,1874.0,3.27
膜,14,13.0,306.0,662.0,2.82
膝,15,24.0,278.0,1029.0,3.01
胶,10,14.0,277.0,1514.0,3.18
铺,12,3.0,306.0,997.0,3.0
蓬,13,9.0,220.0,351.0,2.55
莲,10,7.0,219.0,843.0,2.93
蔑,14,3.0,304.0,202.0,2.31
蔓,14,7.0,305.0,279.0,2.45
蔗,14,2.0,306.0,67.0,1.83
蔚,14,13.0,306.0,59.0,1.77
蔬,15,12.0,278.0,361.0,2.56
蔽,14,25.0,306.0,466.0,2.67
蝌,15,,,38.0,1.58
蝗,15,11.0,219.0,34.0,1.53
蝙,15,5.0,277.0,451.0,2.65
虾,9,2.0,277.0,730.0,2.86
蝴,15,,,446.0,2.65
蜗,13,6.0,277.0,81.0,1.91
卫,3,13.0,306.0,7327.0,3.86
褐,14,12.0,219.0,253.0,2.4
褒,15,5.0,277.0,73.0,1.86
褓,14,,,11.0,1.04
诞,8,10.0,305.0,5446.0,3.74
谁,10,1.0,217.0,52864.0,4.72
课,10,6.0,306.0,5285.0,3.72
诽,10,6.0,262.0,166.0,2.22
调,10,5.0,305.0,14539.0,4.16
谄,10,4.0,260.0,15.0,1.18
谈,10,8.0,220.0,35703.0,4.55
请,10,2.0,262.0,39590.0,4.6
谅,10,5.0,305.0,3654.0,3.56
论,6,1.0,304.0,15732.0,4.2
诸,10,10.0,278.0,954.0,2.98
豌,15,4.0,278.0,104.0,2.02
竖,9,10.0,306.0,312.0,2.49
猪,11,10.0,278.0,3020.0,3.48
赐,12,11.0,305.0,977.0,2.99
赏,12,2.0,261.0,2464.0,3.39
赔,12,5.0,219.0,1015.0,3.01
贤,8,9.0,220.0,593.0,2.77
卖,8,3.0,305.0,10993.0,4.04
贱,9,19.0,305.0,1848.0,3.27
赋,12,16.0,306.0,1481.0,3.17
质,8,12.0,220.0,5831.0,3.77
账,8,8.0,305.0,1953.0,3.29
赌,12,4.0,262.0,5398.0,3.73
趣,15,3.0,305.0,11378.0,4.06
踏,15,9.0,305.0,1270.0,3.1
践,12,19.0,305.0,276.0,2.44
踢,15,3.0,278.0,2616.0,3.42
踩,15,4.0,262.0,1064.0,3.03
躺,15,4.0,262.0,2294.0,3.36
辉,12,6.0,278.0,490.0,2.69
辍,12,3.0,304.0,77.0,1.89
辈,12,10.0,305.0,3145.0,3.5
轮,8,4.0,218.0,5082.0,3.71
遨,13,,,25.0,1.4
适,9,29.0,306.0,7527.0,3.88
遭,14,2.0,277.0,2455.0,3.39
遮,14,2.0,278.0,704.0,2.85
迁,6,12.0,278.0,457.0,2.66
郑,8,5.0,305.0,284.0,2.45
邻,7,9.0,217.0,2127.0,3.33
醇,15,4.0,219.0,396.0,2.6
醉,15,3.0,304.0,3811.0,3.58
醋,15,7.0,304.0,408.0,2.61
锐,12,5.0,304.0,424.0,2.63
销,12,15.0,277.0,3241.0,3.51
锉,12,4.0,304.0,26.0,1.41
铝,11,7.0,261.0,121.0,2.08
锋,12,9.0,277.0,838.0,2.92
锄,12,6.0,220.0,32.0,1.51
阅,10,9.0,304.0,625.0,2.8
震,15,7.0,305.0,2443.0,3.39
霉,15,13.0,219.0,1157.0,3.06
靓,12,12.0,305.0,288.0,2.46
靠,15,3.0,304.0,9411.0,3.97
鞋,15,12.0,220.0,4954.0,3.69
巩,6,4.0,261.0,70.0,1.85
养,9,4.0,262.0,7312.0,3.86
饿,10,14.0,305.0,3336.0,3.52
余,7,42.0,276.0,2819.0,3.45
驻,8,10.0,306.0,441.0,2.64
驾,8,5.0,306.0,3037.0,3.48
驸,8,,,1.0,0.0
驶,8,7.0,262.0,1795.0,3.25
驼,8,8.0,220.0,419.0,2.62
骷,14,7.0,277.0,196.0,2.29
闹,8,2.0,305.0,3057.0,3.49
魄,14,5.0,306.0,176.0,2.25
魅,14,7.0,305.0,1234.0,3.09
鲁,12,6.0,261.0,6037.0,3.78
鱿,12,8.0,220.0,350.0,2.54
鸦,9,5.0,279.0,431.0,2.63
黎,15,12.0,220.0,2068.0,3.32
齿,8,5.0,262.0,1572.0,3.2
儒,16,5.0,219.0,274.0,2.44
冀,16,24.0,306.0,21.0,1.32
凝,16,5.0,217.0,533.0,2.73
剂,8,24.0,306.0,2915.0,3.46
噤,16,,,,
器,16,13.0,306.0,16613.0,4.22
噩,16,14.0,305.0,863.0,2.94
噪,16,6.0,305.0,490.0,2.69
噱,16,13.0,218.0,57.0,1.76
吨,7,7.0,305.0,215.0,2.33
垦,9,4.0,259.0,17.0,1.23
壁,16,25.0,306.0,1747.0,3.24
奋,8,6.0,306.0,3781.0,3.58
学,8,1.0,220.0,41964.0,4.62
寰,16,7.0,220.0,40.0,1.6
导,6,6.0,261.0,7275.0,3.86
凭,8,11.0,217.0,1820.0,3.26
憨,15,4.0,279.0,14.0,1.15
憩,16,13.0,306.0,33.0,1.52
宪,9,12.0,306.0,534.0,2.73
忆,4,37.0,306.0,3781.0,3.58
憾,16,11.0,305.0,2611.0,3.42
懊,15,4.0,305.0,108.0,2.03
战,9,9.0,305.0,18511.0,4.27
捡,10,14.0,261.0,908.0,2.96
拥,8,12.0,260.0,5738.0,3.76
擂,16,4.0,220.0,82.0,1.91
掳,11,6.0,261.0,67.0,1.83
擅,16,11.0,305.0,1543.0,3.19
择,8,6.0,217.0,9266.0,3.97
挡,9,3.0,261.0,2043.0,3.31
操,16,2.0,277.0,6027.0,3.78
擒,15,8.0,218.0,152.0,2.18
担,8,3.0,277.0,15900.0,4.2
据,11,11.0,278.0,12730.0,4.1
整,16,2.0,261.0,18021.0,4.26
历,4,23.0,306.0,8856.0,3.95
晓,10,2.0,261.0,1898.0,3.28
樵,16,,,8.0,0.9
朴,6,9.0,220.0,862.0,2.94
树,9,10.0,306.0,4925.0,3.69
橄,15,7.0,260.0,1061.0,3.03
桥,10,6.0,220.0,1894.0,3.28
橘,16,6.0,220.0,435.0,2.64
橙,16,11.0,220.0,513.0,2.71
机,6,22.0,278.0,48902.0,4.69
橡,15,6.0,306.0,601.0,2.78
椭,12,,,43.0,1.63
横,15,6.0,218.0,1071.0,3.03
澡,16,5.0,261.0,1697.0,3.23
淀,11,11.0,305.0,49.0,1.69
激,16,22.0,278.0,10237.0,4.01
浊,9,11.0,218.0,38.0,1.58
浓,9,4.0,218.0,845.0,2.93
炽,9,7.0,306.0,51.0,1.71
燃,16,3.0,218.0,1719.0,3.24
灯,6,3.0,277.0,4413.0,3.64
炖,8,7.0,305.0,233.0,2.37
烧,10,6.0,278.0,5192.0,3.72
燕,16,14.0,306.0,310.0,2.49
烫,10,2.0,306.0,786.0,2.9
焖,11,2.0,307.0,26.0,1.41
独,9,5.0,220.0,9203.0,3.96
瘸,16,1.0,219.0,231.0,2.36
瞒,15,4.0,219.0,1664.0,3.22
瞥,16,1.0,276.0,87.0,1.94
砖,9,2.0,277.0,461.0,2.66
磨,16,8.0,220.0,2850.0,3.45
积,10,22.0,278.0,1618.0,3.21
窥,13,3.0,277.0,376.0,2.58
筑,12,5.0,220.0,1643.0,3.22
篡,16,,,98.0,1.99
笃,9,4.0,262.0,46.0,1.66
筛,12,1.0,277.0,144.0,2.16
糕,16,9.0,277.0,7583.0,3.88
糖,16,12.0,220.0,4066.0,3.61
糗,16,1.0,261.0,143.0,2.16
缢,13,37.0,306.0,2.0,0.3
缜,13,,,14.0,1.15
县,7,12.0,306.0,394.0,2.6
罹,16,12.0,220.0,14.0,1.15
翰,16,11.0,305.0,3415.0,3.53
膨,16,9.0,220.0,159.0,2.2
膳,16,11.0,305.0,63.0,1.8
兴,6,6.0,278.0,24438.0,4.39
舱,10,4.0,276.0,1192.0,3.08
蕃,15,10.0,220.0,48.0,1.68
蕉,15,14.0,277.0,405.0,2.61
荞,9,6.0,220.0,26.0,1.41
荡,9,3.0,305.0,1916.0,3.28
萧,11,15.0,277.0,165.0,2.22
螃,16,,,204.0,2.31
融,16,12.0,217.0,1507.0,3.18
蚂,9,4.0,262.0,286.0,2.46
萤,11,11.0,220.0,103.0,2.01
衡,16,6.0,218.0,994.0,3.0
褪,14,1.0,305.0,125.0,2.1
褫,15,,,,
裤,12,4.0,305.0,4360.0,3.64
亲,9,3.0,276.0,42501.0,4.63
谍,11,9.0,218.0,1336.0,3.13
谐,11,12.0,220.0,429.0,2.63
谏,11,19.0,305.0,1.0,0.0
谕,11,42.0,276.0,116.0,2.06
咨,9,13.0,277.0,584.0,2.77
讽,6,4.0,305.0,872.0,2.94
谚,11,14.0,306.0,97.0,1.99
诺,10,4.0,304.0,7138.0,3.85
谋,11,4.0,219.0,7434.0,3.87
猫,11,1.0,277.0,4131.0,3.62
赖,13,7.0,304.0,2485.0,3.4
踱,16,7.0,305.0,27.0,1.43
踊,14,,,2.0,0.3
蹂,16,,,75.0,1.88
辑,13,19.0,220.0,1890.0,3.28
输,13,12.0,278.0,5154.0,3.71
辐,13,17.0,220.0,431.0,2.63
办,4,7.0,305.0,28706.0,4.46
辨,16,7.0,305.0,764.0,2.88
迟,7,6.0,220.0,5227.0,3.72
遴,15,,,4.0,0.6
遵,15,5.0,275.0,1601.0,3.2
选,9,1.0,261.0,25419.0,4.41
遗,12,16.0,220.0,5967.0,3.78
辽,5,8.0,219.0,28.0,1.45
醒,16,2.0,262.0,11156.0,4.05
锯,13,15.0,306.0,486.0,2.69
钢,9,7.0,277.0,1560.0,3.19
录,8,13.0,305.0,11647.0,4.07
锥,13,4.0,276.0,95.0,1.98
钱,10,8.0,220.0,35222.0,4.55
锦,13,6.0,261.0,434.0,2.64
锡,13,9.0,220.0,540.0,2.73
错,13,4.0,304.0,63231.0,4.8
阉,11,5.0,278.0,135.0,2.13
阎,11,14.0,220.0,31.0,1.49
隧,14,,,517.0,2.71
随,11,2.0,219.0,12248.0,4.09
险,9,5.0,262.0,13181.0,4.12
雕,16,6.0,277.0,858.0,2.93
霍,16,14.0,305.0,2577.0,3.41
霎,16,2.0,306.0,17.0,1.23
霓,16,4.0,219.0,78.0,1.89
靛,16,11.0,305.0,12.0,1.08
静,14,12.0,305.0,11447.0,4.06
腼,13,,,35.0,1.54
头,5,2.0,219.0,49069.0,4.69
颈,11,9.0,261.0,574.0,2.76
颓,13,1.0,221.0,71.0,1.85
频,13,4.0,220.0,2361.0,3.37
餐,16,2.0,277.0,10547.0,4.02
馄,11,,,23.0,1.36
饯,8,19.0,305.0,30.0,1.48
馅,11,12.0,306.0,800.0,2.9
馆,11,2.0,261.0,7030.0,3.85
骇,9,5.0,306.0,145.0,2.16
骆,9,7.0,305.0,245.0,2.39
骸,15,3.0,220.0,299.0,2.48
鲍,13,7.0,305.0,3122.0,3.49
鸵,10,8.0,220.0,51.0,1.71
鸳,10,,,49.0,1.69
鸭,10,5.0,279.0,748.0,2.87
默,16,13.0,306.0,3743.0,3.57
龙,5,8.0,217.0,3798.0,3.58
龟,7,9.0,277.0,592.0,2.77
偿,11,4.0,220.0,1696.0,3.23
优,6,6.0,278.0,4514.0,3.65
储,12,6.0,220.0,1147.0,3.06
励,7,23.0,306.0,1640.0,3.21
吓,6,4.0,305.0,6127.0,3.79
压,6,5.0,279.0,6483.0,3.81
嬷,17,3.0,278.0,46.0,1.66
婴,11,8.0,278.0,1676.0,3.22
尴,13,7.0,276.0,1257.0,3.1
帮,9,4.0,277.0,51013.0,4.71
弥,8,8.0,220.0,1217.0,3.09
徽,17,6.0,278.0,650.0,2.81
懂,15,2.0,261.0,7758.0,3.89
恳,10,4.0,259.0,394.0,2.6
应,7,8.0,278.0,52206.0,4.72
懦,17,4.0,304.0,576.0,2.76
戏,6,6.0,306.0,11294.0,4.05
戴,17,10.0,305.0,7245.0,3.86
击,5,19.0,220.0,16918.0,4.23
挤,9,6.0,262.0,1438.0,3.16
擢,17,11.0,218.0,1.0,0.0
擦,17,2.0,275.0,2260.0,3.35
拟,7,3.0,261.0,588.0,2.77
搁,12,8.0,278.0,377.0,2.58
敛,11,7.0,305.0,112.0,2.05
毙,10,25.0,306.0,792.0,2.9
暧,14,7.0,306.0,83.0,1.92
曙,17,,,62.0,1.79
檀,17,8.0,220.0,52.0,1.72
档,10,3.0,261.0,4903.0,3.69
检,11,14.0,261.0,9493.0,3.98
毡,9,4.0,277.0,55.0,1.74
涩,10,6.0,303.0,124.0,2.09
湿,12,10.0,278.0,1281.0,3.11
济,9,24.0,306.0,1729.0,3.24
濡,17,,,15.0,1.18
滥,13,2.0,305.0,550.0,2.74
营,11,11.0,220.0,4472.0,3.65
燥,17,6.0,305.0,285.0,2.45
灿,7,2.0,307.0,232.0,2.37
烛,10,5.0,220.0,666.0,2.82
烩,10,15.0,306.0,89.0,1.95
爵,17,13.0,218.0,2690.0,3.43
墙,14,5.0,220.0,3300.0,3.52
获,10,14.0,305.0,6234.0,3.79
环,8,7.0,220.0,4848.0,3.69
疗,7,8.0,219.0,6031.0,3.78
痨,12,5.0,220.0,10.0,1.0
癌,17,14.0,220.0,1610.0,3.21
瞪,17,5.0,305.0,235.0,2.37
瞬,17,2.0,304.0,704.0,2.85
瞭,17,3.0,261.0,48.0,1.68
瞳,17,9.0,220.0,121.0,2.08
矫,11,11.0,261.0,154.0,2.19
磷,17,9.0,217.0,88.0,1.94
礁,17,14.0,277.0,190.0,2.28
禅,12,7.0,218.0,141.0,2.15
簇,17,7.0,304.0,35.0,1.54
糙,16,2.0,277.0,176.0,2.25
糜,17,8.0,220.0,34.0,1.53
粪,12,6.0,306.0,448.0,2.65
糟,17,2.0,277.0,12328.0,4.09
缝,13,3.0,219.0,1773.0,3.25
缩,14,6.0,276.0,1736.0,3.24
纵,7,2.0,305.0,1393.0,3.14
总,9,1.0,261.0,29800.0,4.47
绩,11,22.0,278.0,1128.0,3.05
繁,17,10.0,220.0,779.0,2.89
绷,11,3.0,277.0,380.0,2.58
罅,17,,,6.0,0.78
联,12,7.0,219.0,14117.0,4.15
聪,15,5.0,276.0,5073.0,3.71
声,7,6.0,278.0,18258.0,4.26
耸,10,4.0,261.0,140.0,2.15
膺,17,8.0,278.0,10.0,1.0
胆,9,2.0,261.0,2487.0,3.4
脓,10,4.0,218.0,134.0,2.13
臀,17,5.0,219.0,549.0,2.74
臂,17,25.0,306.0,1487.0,3.17
臃,17,12.0,260.0,23.0,1.36
脸,11,1.0,261.0,9350.0,3.97
临,9,9.0,217.0,4358.0,3.64
举,9,6.0,262.0,6853.0,3.84
艰,8,16.0,277.0,1633.0,3.21
薄,16,15.0,220.0,1674.0,3.22
荟,9,15.0,306.0,11.0,1.04
薏,16,37.0,306.0,13.0,1.11
姜,9,8.0,277.0,461.0,2.66
蔷,14,5.0,220.0,39.0,1.59
荐,9,19.0,305.0,763.0,2.88
薪,16,9.0,276.0,1084.0,3.04
薯,16,9.0,262.0,771.0,2.89
亏,3,3.0,277.0,897.0,2.95
螳,17,12.0,220.0,52.0,1.72
螺,17,8.0,219.0,540.0,2.73
蟋,17,,,62.0,1.79
蟑,17,5.0,277.0,231.0,2.36
蟒,16,2.0,261.0,57.0,1.76
亵,12,14.0,306.0,328.0,2.52
襁,17,,,11.0,1.04
襄,17,7.0,278.0,7.0,0.85
觊,10,24.0,306.0,60.0,1.78
誊,13,5.0,217.0,10.0,1.0
谎,11,3.0,261.0,8144.0,3.91
谜,11,8.0,220.0,802.0,2.9
谦,12,12.0,278.0,399.0,2.6
讲,6,4.0,261.0,11383.0,4.06
谢,12,14.0,306.0,120668.0,5.08
谣,12,9.0,220.0,685.0,2.84
豁,17,14.0,305.0,1663.0,3.22
赚,14,2.0,305.0,2694.0,3.43
购,8,5.0,305.0,2016.0,3.3
赛,14,1.0,304.0,20455.0,4.31
趋,12,10.0,277.0,198.0,2.3
辗,14,5.0,261.0,79.0,1.9
舆,14,42.0,276.0,75.0,1.88
辖,14,12.0,219.0,291.0,2.46
遽,16,15.0,306.0,1.0,0.0
避,16,25.0,306.0,4134.0,3.62
邀,16,8.0,278.0,3066.0,3.49
迈,6,3.0,305.0,3964.0,3.6
邂,16,,,70.0,1.85
还,7,7.0,220.0,192389.0,5.28
酝,11,,,73.0,1.86
锅,12,2.0,278.0,682.0,2.83
镀,14,8.0,306.0,45.0,1.65
铡,11,3.0,220.0,8.0,0.9
锻,14,5.0,305.0,490.0,2.69
键,13,19.0,305.0,2839.0,3.45
钟,9,6.0,277.0,14858.0,4.17
阔,12,3.0,303.0,430.0,2.63
隐,11,5.0,262.0,4229.0,3.63
隶,8,23.0,306.0,836.0,2.92
虽,9,2.0,277.0,5507.0,3.74
霜,17,3.0,276.0,395.0,2.6
霞,17,12.0,219.0,39.0,1.59
鞠,17,6.0,220.0,195.0,2.29
颗,14,11.0,278.0,2525.0,3.4
飓,12,15.0,306.0,267.0,2.43
喂,12,13.0,306.0,11416.0,4.06
骏,10,6.0,304.0,63.0,1.8
鲑,14,9.0,277.0,148.0,2.17
鲜,14,6.0,278.0,2860.0,3.46
鸿,11,8.0,219.0,50.0,1.7
鸽,11,8.0,278.0,567.0,2.75
黏,17,6.0,219.0,201.0,2.3
黜,17,,,6.0,0.78
黝,17,6.0,262.0,31.0,1.49
点,9,4.0,261.0,128025.0,5.11
鼾,17,4.0,279.0,100.0,2.0
斋,10,1.0,279.0,78.0,1.89
丛,5,3.0,218.0,744.0,2.87
垒,9,3.0,262.0,1117.0,3.05
婶,11,2.0,262.0,319.0,2.5
戳,18,1.0,276.0,488.0,2.69
掷,11,12.0,220.0,267.0,2.43
扩,6,3.0,303.0,829.0,2.92
摆,13,3.0,262.0,4215.0,3.62
扰,7,1.0,261.0,5673.0,3.75
断,11,5.0,305.0,9088.0,3.96
朦,17,5.0,219.0,61.0,1.79
槟,14,5.0,275.0,890.0,2.95
柠,9,5.0,217.0,552.0,2.74
柜,8,6.0,262.0,1975.0,3.3
归,5,9.0,277.0,4235.0,3.63
殡,14,5.0,305.0,176.0,2.25
溅,12,19.0,305.0,317.0,2.5
滤,13,5.0,305.0,278.0,2.44
泻,8,14.0,306.0,142.0,2.15
浏,9,10.0,220.0,162.0,2.21
瀑,18,3.0,306.0,167.0,2.22
猎,11,8.0,304.0,2594.0,3.41
瓮,8,1.0,304.0,44.0,1.64
癖,18,4.0,262.0,475.0,2.68
瞻,18,4.0,277.0,46.0,1.66
礼,5,9.0,262.0,14769.0,4.17
秽,11,15.0,306.0,202.0,2.31
窜,12,1.0,304.0,193.0,2.29
窍,10,5.0,306.0,372.0,2.57
简,13,14.0,261.0,11953.0,4.08
粮,13,4.0,219.0,318.0,2.5
织,8,11.0,278.0,4022.0,3.6
绕,9,1.0,305.0,1754.0,3.24
绣,10,6.0,305.0,176.0,2.25
翘,12,6.0,220.0,558.0,2.75
翻,18,3.0,278.0,3382.0,3.53
职,11,12.0,220.0,8028.0,3.9
脐,10,23.0,220.0,170.0,2.23
旧,5,11.0,305.0,3630.0,3.56
薰,17,5.0,277.0,161.0,2.21
蓝,13,8.0,219.0,3564.0,3.55
藏,17,1.0,218.0,7826.0,3.89
藐,17,4.0,262.0,132.0,2.12
蟠,18,4.0,219.0,27.0,1.43
蝉,14,7.0,218.0,41.0,1.61
虫,6,3.0,262.0,3228.0,3.51
覆,18,16.0,306.0,786.0,2.9
谬,13,1.0,303.0,1010.0,3.0
谨,13,6.0,261.0,766.0,2.88
谩,13,7.0,305.0,19.0,1.28
丰,4,9.0,277.0,1278.0,3.11
蹙,18,7.0,304.0,5.0,0.7
蹒,17,,,25.0,1.4
踪,15,5.0,277.0,7876.0,3.9
蹦,18,4.0,305.0,429.0,2.63
躯,11,10.0,277.0,363.0,2.56
转,8,1.0,261.0,13740.0,4.14
医,7,10.0,278.0,26637.0,4.43
酱,13,5.0,305.0,1586.0,3.2
锁,12,4.0,260.0,4940.0,3.69
钨,9,13.0,306.0,4.0,0.6
镇,15,7.0,305.0,5601.0,3.75
闯,6,1.0,262.0,1844.0,3.27
双,4,3.0,276.0,6381.0,3.8
雏,13,6.0,220.0,111.0,2.05
杂,6,2.0,219.0,7200.0,3.86
鸡,7,22.0,278.0,6321.0,3.8
离,10,12.0,220.0,35725.0,4.55
鞭,18,5.0,277.0,312.0,2.49
题,15,11.0,220.0,37524.0,4.57
额,15,9.0,219.0,2059.0,3.31
颜,15,14.0,220.0,2116.0,3.33
馊,12,5.0,275.0,95.0,1.98
骑,11,23.0,220.0,3392.0,3.53
鬈,18,,,,
鲤,15,9.0,262.0,51.0,1.71
鲨,15,8.0,278.0,842.0,2.93
鹅,12,9.0,219.0,711.0,2.85
坏,7,1.0,304.0,15105.0,4.18
垄,8,,,47.0,1.67
宠,8,1.0,261.0,1199.0,3.08
惩,12,11.0,220.0,1459.0,3.16
懵,18,5.0,219.0,30.0,1.48
懒,16,5.0,261.0,891.0,2.95
怀,7,4.0,218.0,8726.0,3.94
攀,19,2.0,277.0,288.0,2.46
曝,19,3.0,306.0,336.0,2.53
旷,7,5.0,305.0,169.0,2.23
橱,16,6.0,220.0,719.0,2.86
濒,16,5.0,275.0,170.0,2.23
沥,7,23.0,306.0,63.0,1.8
潇,14,15.0,277.0,91.0,1.96
爆,19,7.0,305.0,5612.0,3.75
兽,11,9.0,305.0,2168.0,3.34
疆,19,8.0,277.0,39.0,1.59
碍,13,7.0,306.0,1983.0,3.3
祷,11,6.0,261.0,2416.0,3.38
稳,14,2.0,262.0,2495.0,3.4
签,13,12.0,278.0,5898.0,3.77
帘,8,7.0,219.0,378.0,2.58
簿,19,12.0,304.0,321.0,2.51
绳,11,1.0,220.0,1679.0,3.23
绘,9,15.0,306.0,520.0,2.72
缴,16,11.0,261.0,284.0,2.45
罗,8,8.0,219.0,18448.0,4.27
腊,12,6.0,304.0,1000.0,3.0
藕,18,4.0,262.0,19.0,1.28
艺,4,37.0,306.0,4389.0,3.64
藤,18,5.0,217.0,660.0,2.82
药,9,4.0,306.0,11037.0,4.04
蟹,19,14.0,306.0,379.0,2.58
蚁,9,8.0,262.0,520.0,2.72
蟾,19,7.0,218.0,53.0,1.72
蝎,15,3.0,278.0,131.0,2.12
襟,18,9.0,277.0,39.0,1.59
讥,4,22.0,278.0,59.0,1.77
识,7,29.0,306.0,20878.0,4.32
谱,14,5.0,262.0,890.0,2.95
赠,16,3.0,304.0,778.0,2.89
赞,16,1.0,305.0,3073.0,3.49
赝,16,14.0,306.0,98.0,1.99
蹬,19,5.0,305.0,99.0,2.0
蹲,19,4.0,277.0,891.0,2.95
跷,13,3.0,278.0,212.0,2.33
轿,10,7.0,305.0,462.0,2.66
辞,13,9.0,219.0,2272.0,3.36
边,5,5.0,277.0,30972.0,4.49
邋,18,1.0,220.0,97.0,1.99
链,12,7.0,305.0,1675.0,3.22
铿,12,2.0,275.0,13.0,1.11
镜,16,12.0,305.0,4884.0,3.69
镖,16,8.0,276.0,621.0,2.79
镪,17,,,,
关,6,7.0,277.0,55693.0,4.75
难,10,5.0,217.0,31433.0,4.5
雾,13,13.0,306.0,853.0,2.93
韵,13,6.0,305.0,390.0,2.59
愿,14,5.0,306.0,17132.0,4.23
颠,16,4.0,277.0,664.0,2.82
类,9,2.0,306.0,11326.0,4.05
馒,14,4.0,219.0,27.0,1.43
骗,12,3.0,304.0,7521.0,3.88
鲭,16,9.0,278.0,19.0,1.28
鲷,16,6.0,277.0,9.0,0.95
鲸,16,14.0,277.0,367.0,2.56
鲮,16,,,2.0,0.3
鹌,13,,,71.0,1.85
麒,19,,,25.0,1.4
庞,8,3.0,219.0,747.0,2.87
劝,4,2.0,306.0,871.0,2.94
严,7,14.0,220.0,6568.0,3.82
嚼,20,13.0,218.0,483.0,2.68
孽,19,10.0,304.0,278.0,2.44
宝,8,5.0,261.0,18858.0,4.28
悬,11,4.0,219.0,875.0,2.94
忏,6,,,704.0,2.85
拦,8,8.0,219.0,1029.0,3.01
搀,12,1.0,278.0,62.0,1.79
炉,8,8.0,219.0,1109.0,3.04
献,13,12.0,306.0,2264.0,3.35
矿,8,5.0,305.0,1010.0,3.0
竞,10,12.0,305.0,2928.0,3.47
篮,16,8.0,219.0,1825.0,3.26
筹,13,6.0,220.0,1404.0,3.15
籍,20,19.0,220.0,357.0,2.55
糯,20,4.0,304.0,9.0,0.95
继,10,24.0,306.0,14780.0,4.17
缤,13,,,18.0,1.26
罂,14,,,36.0,1.56
耀,20,4.0,306.0,1385.0,3.14
舰,10,19.0,305.0,1407.0,3.15
藻,19,5.0,261.0,135.0,2.13
芦,7,8.0,219.0,143.0,2.16
蕴,15,6.0,305.0,66.0,1.82
苹,8,4.0,220.0,854.0,2.93
蚝,10,6.0,218.0,13.0,1.11
蠕,20,4.0,259.0,72.0,1.86
觉,9,7.0,305.0,81155.0,4.91
触,13,4.0,306.0,3269.0,3.51
警,19,9.0,261.0,32561.0,4.51
譬,20,,,62.0,1.79
译,7,37.0,306.0,256.0,2.41
议,5,37.0,306.0,14943.0,4.17
赢,17,11.0,220.0,11052.0,4.04
躁,20,6.0,305.0,582.0,2.76
趸,10,2.0,261.0,19.0,1.28
辫,17,7.0,305.0,198.0,2.3
释,12,29.0,306.0,9356.0,3.97
锈,12,6.0,305.0,231.0,2.36
阐,11,4.0,260.0,97.0,1.99
飘,15,3.0,277.0,755.0,2.88
馈,12,5.0,305.0,267.0,2.43
饶,9,2.0,219.0,690.0,2.84
馨,20,9.0,276.0,274.0,2.44
腾,13,5.0,217.0,1082.0,3.03
骚,12,4.0,276.0,1585.0,3.2
咸,9,9.0,220.0,264.0,2.42
党,10,3.0,261.0,1985.0,3.3
俪,9,23.0,306.0,4.0,0.6
嚣,18,15.0,277.0,153.0,2.18
属,12,9.0,262.0,5358.0,3.73
惧,11,15.0,306.0,2331.0,3.37
慑,13,9.0,220.0,74.0,1.87
携,13,24.0,278.0,637.0,2.8
摄,13,7.0,306.0,5261.0,3.72
樱,15,8.0,278.0,336.0,2.53
栏,9,8.0,219.0,897.0,2.95
歼,7,16.0,277.0,69.0,1.84
灌,20,8.0,305.0,890.0,2.95
烂,9,2.0,305.0,3934.0,3.59
牺,10,24.0,278.0,1536.0,3.19
续,11,11.0,305.0,15616.0,4.19
缠,13,7.0,218.0,1425.0,3.15
兰,5,8.0,219.0,12472.0,4.1
蜡,14,6.0,304.0,856.0,2.93
蠢,21,1.0,261.0,6273.0,3.8
袜,10,1.0,306.0,912.0,2.96
谴,15,4.0,262.0,255.0,2.41
护,7,8.0,306.0,17385.0,4.24
誉,13,42.0,276.0,1461.0,3.16
赃,10,1.0,276.0,296.0,2.47
踌,14,,,28.0,1.45
跻,13,,,30.0,1.48
跃,11,9.0,304.0,961.0,2.98
轰,8,4.0,277.0,882.0,2.95
辩,16,7.0,305.0,2765.0,3.44
镰,18,7.0,219.0,71.0,1.85
镯,18,11.0,218.0,200.0,2.3
镭,18,4.0,220.0,35.0,1.54
铁,10,1.0,260.0,3741.0,3.57
露,21,13.0,305.0,5762.0,3.76
霸,21,4.0,307.0,1044.0,3.02
霹,21,7.0,278.0,187.0,2.27
响,9,4.0,262.0,5955.0,3.77
顾,10,4.0,305.0,8298.0,3.92
飙,16,8.0,276.0,305.0,2.48
飨,12,4.0,262.0,7.0,0.85
骡,14,8.0,219.0,97.0,1.99
蓦,13,,,3.0,0.48
驱,7,10.0,277.0,1081.0,3.03
魔,20,8.0,220.0,7645.0,3.88
麝,21,7.0,306.0,37.0,1.57
黯,21,,,74.0,1.87
俨,9,,,8.0,0.9
啰,11,8.0,219.0,616.0,2.79
囊,22,1.0,217.0,743.0,2.87
孪,9,5.0,220.0,61.0,1.79
